VIN,Trip,Make,Model,Version,Grade,Engine_Temperature,Battery_Voltage,Engine_Vibration,Mileage,Oil_Temperature,Coolant_Temperature,Engine_Load,RPM,Throttle_Position,Intake_Air_Temperature,Exhaust_Gas_Temperature,Fuel_Pressure
VIN00357,7,Ford,Focus,1.5L,Titanium,122.7,13.01,3.41,10.02,74.10000000000001,88.0,66.6,6995,22.9,46.9,596.1,67.2
VIN00357,8,Ford,Focus,1.5L,Titanium,109.1,11.96,3.6100000000000003,9.7,90.10000000000001,88.3,74.2,5086,16.0,49.5,731.6,71.6
VIN00357,9,Ford,Focus,1.5L,Titanium,124.4,11.82,3.0100000000000002,8.8,75.30000000000001,82.60000000000001,65.39999999999999,3369,17.5,55.0,678.0,67.5
VIN00357,10,Ford,Focus,1.5L,Titanium,110.9,12.65,4.140000000000001,7.79,79.0,85.5,80.6,4768,18.0,45.1,729.3000000000001,67.6
VIN00358,0,Audi,A4,2.0L TFSI,Premium,91.1,13.4,2.55,10.98,81.2,82.0,23.4,5122,34.8,55.0,670.3,84.8
VIN00358,1,Audi,A4,2.0L TFSI,Premium,96.39999999999999,13.32,1.8299999999999998,10.870000000000001,77.10000000000001,91.5,23.299999999999997,3767,39.5,58.9,702.9,89.8
VIN00358,2,Audi,A4,2.0L TFSI,Premium,80.89999999999999,12.6,3.2199999999999998,11.790000000000001,80.5,86.6,33.4,4979,46.3,61.4,719.0999999999999,88.3
VIN00358,3,Audi,A4,2.0L TFSI,Premium,84.5,13.68,2.46,11.43,75.8,81.9,32.3,1490,24.199999999999996,56.7,682.1999999999999,88.39999999999999
VIN00358,4,Audi,A4,2.0L TFSI,Premium,80.0,12.790000000000001,3.2699999999999996,11.14,83.10000000000001,86.5,35.099999999999994,6384,30.999999999999996,56.3,595.1999999999999,91.8
VIN00358,5,Audi,A4,2.0L TFSI,Premium,78.89999999999999,13.4,2.34,11.06,82.4,74.1,16.099999999999998,5019,36.3,49.6,739.5,87.39999999999999
VIN00358,6,Audi,A4,2.0L TFSI,Premium,98.39999999999999,12.6,1.5599999999999998,12.600000000000001,74.2,76.5,22.9,5153,44.599999999999994,59.6,661.5999999999999,74.89999999999999
VIN00358,7,Audi,A4,2.0L TFSI,Premium,102.39999999999999,14.08,2.36,11.91,73.60000000000001,89.4,35.099999999999994,3396,41.9,64.8,585.5999999999999,87.89999999999999
VIN00358,8,Audi,A4,2.0L TFSI,Premium,95.3,12.700000000000001,3.25,9.89,81.7,76.5,33.4,2295,37.3,59.2,678.8,88.89999999999999
VIN00358,9,Audi,A4,2.0L TFSI,Premium,103.69999999999999,12.97,2.79,9.58,90.3,76.0,37.099999999999994,4314,24.599999999999998,60.1,687.4,79.0
VIN00358,10,Audi,A4,2.0L TFSI,Premium,94.69999999999999,13.1,1.65,9.600000000000001,74.2,91.4,37.3,3587,48.3,50.7,715.5999999999999,83.7
VIN00359,0,Mazda,Mazda3,2.5L,Grand Touring,85.2,14.02,2.76,12.84,118.5,101.5,81.4,6974,47.6,12.7,234.2,33.4
VIN00359,1,Mazda,Mazda3,2.5L,Grand Touring,99.60000000000001,14.74,2.7399999999999998,10.879999999999999,108.9,110.9,92.4,3540,60.0,12.5,303.6,37.699999999999996
VIN00359,2,Mazda,Mazda3,2.5L,Grand Touring,95.5,13.639999999999999,2.29,13.79,124.9,111.3,95.80000000000001,5553,33.7,20.0,137.89999999999998,28.799999999999997
VIN00359,3,Mazda,Mazda3,2.5L,Grand Touring,98.0,13.379999999999999,3.2199999999999998,13.11,117.5,110.5,85.30000000000001,2054,45.5,3.799999999999999,251.79999999999998,41.3
VIN00359,4,Mazda,Mazda3,2.5L,Grand Touring,86.60000000000001,13.549999999999999,2.46,12.459999999999999,123.4,104.9,82.5,6639,43.300000000000004,6.8999999999999995,176.6,36.9
VIN00359,5,Mazda,Mazda3,2.5L,Grand Touring,92.5,14.709999999999999,3.04,12.43,123.2,108.8,94.80000000000001,5196,39.6,5.699999999999999,270.9,32.199999999999996
VIN00359,6,Mazda,Mazda3,2.5L,Grand Touring,83.2,13.76,2.9,11.64,123.5,94.3,77.7,2994,57.400000000000006,8.6,235.1,41.1
VIN00359,7,Mazda,Mazda3,2.5L,Grand Touring,83.5,13.73,2.59,11.07,127.3,99.2,92.10000000000001,2157,37.8,10.799999999999999,316.2,32.1
VIN00359,8,Mazda,Mazda3,2.5L,Grand Touring,71.0,14.24,2.4499999999999997,11.55,121.9,100.6,78.80000000000001,6237,55.300000000000004,16.9,268.8,34.0
VIN00359,9,Mazda,Mazda3,2.5L,Grand Touring,79.8,13.6,2.0599999999999996,13.79,122.1,104.9,67.9,6353,47.2,19.4,263.7,24.099999999999998
VIN00359,10,Mazda,Mazda3,2.5L,Grand Touring,78.8,13.32,2.4899999999999998,12.89,109.3,110.4,69.7,780,37.2,18.1,215.0,41.1
VIN00360,0,BMW,320i,2.0L Turbo,Luxury,102.9,12.03,3.05,6.97,73.9,88.7,21.7,752,60.3,35.0,149.3,77.6
VIN00360,1,BMW,320i,2.0L Turbo,Luxury,107.30000000000001,12.309999999999999,2.0999999999999996,5.6,78.4,80.8,36.4,1781,60.199999999999996,29.7,218.60000000000002,85.8
VIN00360,2,BMW,320i,2.0L Turbo,Luxury,114.2,12.299999999999999,3.4699999999999998,8.0,71.7,83.7,7.5,6644,68.3,34.1,64.80000000000001,84.39999999999999
VIN00360,3,BMW,320i,2.0L Turbo,Luxury,108.0,11.809999999999999,3.1799999999999997,5.6,83.5,94.8,15.0,2486,58.199999999999996,27.9,202.10000000000002,78.89999999999999
VIN00360,4,BMW,320i,2.0L Turbo,Luxury,88.9,11.69,3.9899999999999998,6.8,69.80000000000001,96.7,23.599999999999998,1282,48.599999999999994,31.5,92.60000000000001,84.39999999999999
VIN00360,5,BMW,320i,2.0L Turbo,Luxury,104.7,11.799999999999999,2.2399999999999998,8.61,67.10000000000001,95.3,16.799999999999997,2033,59.5,25.3,200.9,74.39999999999999
VIN00360,6,BMW,320i,2.0L Turbo,Luxury,92.60000000000001,11.59,3.6799999999999997,6.4799999999999995,70.2,79.4,11.1,817,64.6,29.0,107.20000000000002,70.1
VIN00360,7,BMW,320i,2.0L Turbo,Luxury,106.10000000000001,12.319999999999999,3.9,7.2,70.5,89.60000000000001,16.6,3914,56.699999999999996,43.2,207.70000000000002,73.69999999999999
VIN00360,8,BMW,320i,2.0L Turbo,Luxury,92.5,12.77,2.53,7.0,78.0,84.9,13.799999999999999,1160,60.5,35.9,151.10000000000002,84.5
VIN00360,9,BMW,320i,2.0L Turbo,Luxury,105.80000000000001,11.95,3.55,6.81,73.9,92.2,31.9,4227,57.8,33.5,233.4,70.89999999999999
VIN00360,10,BMW,320i,2.0L Turbo,Luxury,117.7,12.45,3.42,6.41,77.5,94.8,10.799999999999999,3312,55.099999999999994,43.4,157.20000000000002,85.69999999999999
VIN00361,0,Mazda,Mazda3,2.5L,Grand Touring,88.5,13.13,1.66,9.8,73.2,110.7,24.6,4182,14.0,55.0,685.7,60.9
VIN00361,1,Mazda,Mazda3,2.5L,Grand Touring,89.6,13.74,2.27,10.440000000000001,64.7,109.3,28.1,6678,17.9,62.7,701.1,68.5
VIN00361,2,Mazda,Mazda3,2.5L,Grand Touring,97.4,13.31,2.38,10.89,81.3,107.0,24.700000000000003,6565,0.5,64.5,656.3000000000001,52.3
VIN00361,3,Mazda,Mazda3,2.5L,Grand Touring,89.7,13.870000000000001,1.54,8.38,69.9,117.60000000000001,34.400000000000006,5392,20.1,63.0,745.5,53.0
VIN00361,4,Mazda,Mazda3,2.5L,Grand Touring,91.5,13.89,0.6599999999999999,11.07,67.5,118.60000000000001,21.8,2319,28.9,64.8,763.2,54.9
VIN00361,5,Mazda,Mazda3,2.5L,Grand Touring,102.3,13.700000000000001,2.4699999999999998,9.530000000000001,68.9,117.5,17.0,3649,17.8,52.6,615.6,57.199999999999996
VIN00361,6,Mazda,Mazda3,2.5L,Grand Touring,81.5,12.57,2.48,8.670000000000002,76.5,104.0,15.3,6293,26.0,46.6,707.1,67.1
VIN00361,7,Mazda,Mazda3,2.5L,Grand Touring,102.6,13.41,2.16,9.82,66.60000000000001,115.60000000000001,36.2,5733,16.0,57.0,635.3000000000001,54.8
VIN00361,8,Mazda,Mazda3,2.5L,Grand Touring,77.2,13.22,2.4899999999999998,10.34,74.4,102.60000000000001,36.0,6623,8.1,57.4,699.3000000000001,60.4
VIN00361,9,Mazda,Mazda3,2.5L,Grand Touring,80.9,13.82,2.2199999999999998,8.07,64.0,119.60000000000001,33.8,2687,10.9,45.1,611.1,54.5
VIN00361,10,Mazda,Mazda3,2.5L,Grand Touring,83.1,13.600000000000001,0.7799999999999999,11.23,74.8,110.0,21.8,2303,20.8,47.9,731.9000000000001,51.3
VIN00362,0,Nissan,Altima,2.5L,Platinum,105.6,14.47,3.54,15.94,110.4,105.5,61.5,3413,57.0,51.0,569.5,63.9
VIN00362,1,Nissan,Altima,2.5L,Platinum,107.6,13.760000000000002,4.19,15.37,105.30000000000001,97.1,50.7,2097,54.6,49.9,620.5,57.199999999999996
VIN00362,2,Nissan,Altima,2.5L,Platinum,92.69999999999999,14.84,3.5100000000000002,16.03,103.2,101.8,55.9,5843,66.0,45.9,481.5,61.5
VIN00362,3,Nissan,Altima,2.5L,Platinum,101.69999999999999,14.26,4.11,15.879999999999999,115.7,105.6,59.6,2624,64.3,53.4,518.5,64.2
VIN00362,4,Nissan,Altima,2.5L,Platinum,99.6,14.700000000000001,3.26,14.41,119.5,114.6,71.8,5713,58.7,43.5,611.4,59.5
VIN00362,5,Nissan,Altima,2.5L,Platinum,118.69999999999999,14.200000000000001,4.11,15.12,104.4,113.7,52.9,2734,71.3,46.6,620.2,60.0
VIN00362,6,Nissan,Altima,2.5L,Platinum,99.8,14.58,2.74,14.879999999999999,105.5,106.8,49.7,5886,59.1,41.0,534.5,64.2
VIN00362,7,Nissan,Altima,2.5L,Platinum,95.8,14.63,2.91,15.62,110.30000000000001,96.4,71.8,1373,61.2,47.1,593.9,60.9
VIN00362,8,Nissan,Altima,2.5L,Platinum,103.8,14.63,4.35,15.149999999999999,116.10000000000001,115.3,54.4,2295,46.0,58.4,611.6,61.8
VIN00362,9,Nissan,Altima,2.5L,Platinum,106.6,14.82,3.5,16.62,114.5,98.6,59.1,6404,47.0,60.5,637.0,57.199999999999996
VIN00362,10,Nissan,Altima,2.5L,Platinum,91.8,14.17,4.1,15.36,118.4,101.8,63.6,2627,56.3,50.7,604.6,66.5
VIN00363,0,Volkswagen,Jetta,1.4L TSI,SEL,95.8,13.71,2.45,7.74,115.9,101.4,44.4,4231,32.4,21.9,317.8,56.5
VIN00363,1,Volkswagen,Jetta,1.4L TSI,SEL,88.3,13.170000000000002,2.24,7.83,124.0,99.4,58.3,3978,29.9,15.399999999999999,251.60000000000002,64.5
VIN00363,2,Volkswagen,Jetta,1.4L TSI,SEL,92.7,13.090000000000002,2.48,6.09,107.2,100.30000000000001,47.699999999999996,5516,43.0,27.5,245.8,65.6
VIN00363,3,Volkswagen,Jetta,1.4L TSI,SEL,101.2,13.56,1.6,8.040000000000001,111.10000000000001,91.7,56.7,3894,29.599999999999998,21.0,339.40000000000003,59.6
VIN00363,4,Volkswagen,Jetta,1.4L TSI,SEL,105.7,12.98,1.5500000000000003,6.48,111.7,99.10000000000001,53.599999999999994,4247,38.3,26.9,348.0,54.0
VIN00363,5,Volkswagen,Jetta,1.4L TSI,SEL,109.8,13.670000000000002,3.43,8.780000000000001,122.5,97.4,48.3,4823,28.0,28.0,307.2,53.0
VIN00363,6,Volkswagen,Jetta,1.4L TSI,SEL,93.2,14.5,2.23,7.2700000000000005,109.5,110.30000000000001,59.2,2024,45.4,19.599999999999998,270.0,63.5
VIN00363,7,Volkswagen,Jetta,1.4L TSI,SEL,109.6,14.260000000000002,2.9800000000000004,8.47,108.10000000000001,91.7,33.599999999999994,3082,25.5,25.299999999999997,336.7,64.5
VIN00363,8,Volkswagen,Jetta,1.4L TSI,SEL,82.89999999999999,12.950000000000001,2.48,6.48,111.30000000000001,109.5,38.5,1948,21.099999999999998,17.2,310.40000000000003,57.3
VIN00363,9,Volkswagen,Jetta,1.4L TSI,SEL,100.6,13.610000000000001,2.39,8.280000000000001,109.30000000000001,109.7,39.8,1618,43.0,24.0,337.0,50.9
VIN00363,10,Volkswagen,Jetta,1.4L TSI,SEL,91.8,13.290000000000001,2.6500000000000004,5.7700000000000005,118.9,98.2,47.3,5031,27.0,19.599999999999998,291.2,47.3
VIN00364,0,Mercedes,C200,1.5L Turbo,AMG Line,87.7,13.33,3.7,13.75,110.1,106.7,60.3,1663,43.4,19.5,220.9,33.4
VIN00364,1,Mercedes,C200,1.5L Turbo,AMG Line,81.4,12.77,3.87,13.73,109.0,97.8,63.0,5188,33.8,28.4,255.5,31.7
VIN00364,2,Mercedes,C200,1.5L Turbo,AMG Line,84.5,12.58,3.71,13.96,115.19999999999999,110.0,55.3,6282,31.7,29.0,220.4,31.299999999999997
VIN00364,3,Mercedes,C200,1.5L Turbo,AMG Line,76.3,13.57,3.9200000000000004,12.03,100.6,112.9,54.599999999999994,2556,55.0,20.2,293.7,30.799999999999997
VIN00364,4,Mercedes,C200,1.5L Turbo,AMG Line,74.60000000000001,13.81,2.93,14.81,117.89999999999999,101.3,74.3,3007,34.599999999999994,28.8,186.7,35.4
VIN00364,5,Mercedes,C200,1.5L Turbo,AMG Line,87.5,13.26,3.5700000000000003,13.12,118.19999999999999,105.5,49.8,2705,42.8,26.4,263.8,24.7
VIN00364,6,Mercedes,C200,1.5L Turbo,AMG Line,87.60000000000001,12.72,3.9200000000000004,14.12,114.69999999999999,110.60000000000001,46.0,6529,42.199999999999996,23.7,230.0,32.8
VIN00364,7,Mercedes,C200,1.5L Turbo,AMG Line,90.5,12.8,3.25,12.75,101.19999999999999,110.60000000000001,50.3,3040,43.9,12.2,169.60000000000002,28.099999999999998
VIN00364,8,Mercedes,C200,1.5L Turbo,AMG Line,84.10000000000001,13.68,3.6300000000000003,13.54,100.69999999999999,97.10000000000001,56.699999999999996,6913,56.4,17.4,312.6,41.7
VIN00364,9,Mercedes,C200,1.5L Turbo,AMG Line,91.60000000000001,13.040000000000001,4.44,13.06,106.8,103.3,50.8,5132,42.1,13.0,152.2,38.1
VIN00364,10,Mercedes,C200,1.5L Turbo,AMG Line,101.0,13.72,2.9800000000000004,15.23,102.3,112.8,55.699999999999996,2090,39.9,25.9,306.3,32.699999999999996
VIN00365,0,Volkswagen,Jetta,1.4L TSI,SEL,90.6,13.17,2.5,19.17,103.2,83.6,20.5,5680,82.0,28.6,545.1,44.1
VIN00365,1,Volkswagen,Jetta,1.4L TSI,SEL,103.3,12.44,2.4,19.66,111.0,77.19999999999999,14.5,3756,81.7,27.400000000000002,456.40000000000003,34.6
VIN00365,2,Volkswagen,Jetta,1.4L TSI,SEL,105.3,12.75,1.8599999999999999,18.080000000000002,111.8,88.19999999999999,31.8,1690,75.0,24.5,573.2,51.0
VIN00365,3,Volkswagen,Jetta,1.4L TSI,SEL,95.5,12.53,2.86,19.16,111.4,85.69999999999999,13.6,5306,76.9,32.4,446.8,48.0
VIN00365,4,Volkswagen,Jetta,1.4L TSI,SEL,78.19999999999999,13.35,1.96,20.21,99.5,82.6,13.7,4253,67.2,24.900000000000002,572.8000000000001,35.7
VIN00365,5,Volkswagen,Jetta,1.4L TSI,SEL,82.6,13.13,2.66,18.6,102.7,81.89999999999999,21.8,1524,86.8,28.200000000000003,512.2,41.4
VIN00365,6,Volkswagen,Jetta,1.4L TSI,SEL,105.19999999999999,13.34,1.88,20.950000000000003,99.0,77.19999999999999,10.2,1802,91.5,38.1,536.1,48.0
VIN00365,7,Volkswagen,Jetta,1.4L TSI,SEL,102.3,13.45,1.56,18.840000000000003,105.5,80.89999999999999,21.9,5925,96.6,29.200000000000003,523.0,42.300000000000004
VIN00365,8,Volkswagen,Jetta,1.4L TSI,SEL,80.39999999999999,12.88,2.15,18.82,107.7,90.6,15.4,6404,90.1,24.1,516.5,48.1
VIN00365,9,Volkswagen,Jetta,1.4L TSI,SEL,89.19999999999999,13.51,1.96,20.770000000000003,104.3,75.3,33.1,4656,76.6,22.8,500.20000000000005,37.9
VIN00365,10,Volkswagen,Jetta,1.4L TSI,SEL,77.3,13.05,1.58,17.930000000000003,105.2,85.89999999999999,32.2,4600,85.0,26.5,555.5,49.4
VIN00366,0,Hyundai,Elantra,2.0L,Limited,84.4,12.75,3.04,9.88,77.6,94.4,65.9,1949,26.8,41.7,657.4,90.2
VIN00366,1,Hyundai,Elantra,2.0L,Limited,86.5,12.07,2.94,11.15,80.6,90.7,73.60000000000001,1876,12.4,41.6,580.3,92.9
VIN00366,2,Hyundai,Elantra,2.0L,Limited,69.60000000000001,12.29,2.25,9.100000000000001,69.39999999999999,87.9,59.900000000000006,4197,12.3,33.800000000000004,612.6999999999999,90.3
VIN00366,3,Hyundai,Elantra,2.0L,Limited,83.10000000000001,12.32,2.29,8.48,85.69999999999999,87.30000000000001,62.50000000000001,6473,28.400000000000002,34.0,645.6,99.3
VIN00366,4,Hyundai,Elantra,2.0L,Limited,89.60000000000001,12.22,3.5700000000000003,9.0,84.6,103.10000000000001,72.7,2627,38.8,38.7,561.6999999999999,91.0
VIN00366,5,Hyundai,Elantra,2.0L,Limited,84.2,13.14,3.98,9.020000000000001,85.6,97.5,60.400000000000006,4213,21.5,49.800000000000004,718.8,94.4
VIN00366,6,Hyundai,Elantra,2.0L,Limited,81.5,12.09,2.86,8.15,78.0,95.80000000000001,60.50000000000001,3825,15.100000000000001,48.2,627.5,98.4
VIN00366,7,Hyundai,Elantra,2.0L,Limited,86.7,12.32,2.22,10.600000000000001,68.89999999999999,95.5,75.30000000000001,2097,37.1,43.800000000000004,633.8,86.10000000000001
VIN00366,8,Hyundai,Elantra,2.0L,Limited,73.2,11.97,3.21,10.280000000000001,75.69999999999999,94.2,51.900000000000006,6866,33.4,37.5,635.6,95.3
VIN00366,9,Hyundai,Elantra,2.0L,Limited,77.60000000000001,12.06,3.0100000000000002,8.83,76.39999999999999,86.4,77.60000000000001,899,36.0,38.400000000000006,629.6,86.3
VIN00366,10,Hyundai,Elantra,2.0L,Limited,98.9,13.33,3.51,9.040000000000001,87.5,98.4,67.7,2930,15.5,50.1,684.6999999999999,91.10000000000001
VIN00367,0,Honda,Civic,2.0L,Sport,81.9,13.26,0.13,9.35,83.9,92.0,86.5,717,65.8,30.4,117.7,74.6
VIN00367,1,Honda,Civic,2.0L,Sport,84.4,13.34,1.02,9.87,80.80000000000001,100.5,96.7,770,76.1,31.9,95.5,74.5
VIN00367,2,Honda,Civic,2.0L,Sport,71.5,14.04,-0.19,8.809999999999999,76.2,87.0,77.0,1984,79.5,36.699999999999996,188.7,70.69999999999999
VIN00367,3,Honda,Civic,2.0L,Sport,72.4,13.629999999999999,0.1,10.57,83.4,83.8,92.6,3389,79.1,25.299999999999997,92.4,82.19999999999999
VIN00367,4,Honda,Civic,2.0L,Sport,87.0,12.53,0.45,8.43,90.2,87.5,77.9,911,75.89999999999999,22.599999999999998,190.60000000000002,67.0
VIN00367,5,Honda,Civic,2.0L,Sport,80.9,12.959999999999999,0.61,10.68,78.2,101.3,86.0,2009,69.0,24.5,175.2,67.3
VIN00367,6,Honda,Civic,2.0L,Sport,72.2,13.57,-0.43000000000000005,10.43,84.2,101.1,87.2,1738,67.3,31.5,62.400000000000006,83.3
VIN00367,7,Honda,Civic,2.0L,Sport,91.80000000000001,13.42,0.46,7.56,83.5,100.3,98.7,3587,56.699999999999996,33.6,127.0,71.0
VIN00367,8,Honda,Civic,2.0L,Sport,78.80000000000001,13.299999999999999,0.71,11.11,85.4,95.5,76.7,2608,74.1,30.4,52.3,77.3
VIN00367,9,Honda,Civic,2.0L,Sport,81.80000000000001,12.52,-0.14,8.299999999999999,88.5,86.6,96.6,5470,56.5,23.0,60.6,80.6
VIN00367,10,Honda,Civic,2.0L,Sport,68.7,13.83,-0.31,9.1,90.0,84.7,72.9,3708,76.3,25.7,61.0,67.3
VIN00368,0,Toyota,Corolla,1.8L,XLE,80.9,13.47,2.75,13.99,86.0,107.4,83.5,2491,22.7,32.1,400.8,53.4
VIN00368,1,Toyota,Corolla,1.8L,XLE,75.60000000000001,13.74,3.43,15.71,84.8,98.5,97.5,5282,33.6,40.0,431.6,50.8
VIN00368,2,Toyota,Corolla,1.8L,XLE,68.9,13.55,3.0300000000000002,12.63,76.5,101.0,89.4,4158,36.1,26.700000000000003,365.90000000000003,46.699999999999996
VIN00368,3,Toyota,Corolla,1.8L,XLE,88.10000000000001,13.09,3.2800000000000002,12.66,81.7,105.5,92.7,1098,23.7,33.0,494.70000000000005,45.3
VIN00368,4,Toyota,Corolla,1.8L,XLE,82.0,13.42,2.01,13.700000000000001,81.3,113.2,85.2,6760,26.7,25.8,309.6,59.4
VIN00368,5,Toyota,Corolla,1.8L,XLE,67.5,12.97,3.48,12.34,88.7,115.9,69.5,1112,19.4,24.1,377.2,61.9
VIN00368,6,Toyota,Corolla,1.8L,XLE,92.9,13.290000000000001,3.38,15.07,88.9,111.7,68.8,5561,26.599999999999998,37.6,490.4,49.9
VIN00368,7,Toyota,Corolla,1.8L,XLE,73.7,14.260000000000002,3.48,15.19,82.3,113.10000000000001,84.4,1334,12.2,30.1,453.3,56.6
VIN00368,8,Toyota,Corolla,1.8L,XLE,82.60000000000001,13.16,3.02,12.23,91.4,98.2,98.3,5911,21.0,42.0,467.0,53.4
VIN00368,9,Toyota,Corolla,1.8L,XLE,68.2,13.22,3.45,15.57,89.3,101.0,93.2,3650,11.1,22.8,434.40000000000003,53.9
VIN00368,10,Toyota,Corolla,1.8L,XLE,75.80000000000001,13.600000000000001,2.61,12.540000000000001,76.8,97.7,78.3,3181,27.6,27.900000000000002,313.70000000000005,43.8
VIN00369,0,BMW,320i,2.0L Turbo,Luxury,86.0,14.34,3.13,7.42,72.8,81.8,38.3,4106,66.9,42.3,392.1,33.3
VIN00369,1,BMW,320i,2.0L Turbo,Luxury,75.3,13.66,2.4499999999999997,5.6,71.3,85.7,45.0,1540,64.60000000000001,39.8,461.20000000000005,35.8
VIN00369,2,BMW,320i,2.0L Turbo,Luxury,87.4,14.65,4.02,8.94,63.4,80.6,31.499999999999996,3799,74.5,46.9,388.0,30.699999999999996
VIN00369,3,BMW,320i,2.0L Turbo,Luxury,91.4,14.9,3.32,8.02,79.8,85.0,50.8,4655,77.80000000000001,44.599999999999994,481.1,41.699999999999996
VIN00369,4,BMW,320i,2.0L Turbo,Luxury,80.0,13.99,2.34,5.48,65.5,86.0,44.8,4228,73.5,49.3,396.40000000000003,29.599999999999998
VIN00369,5,BMW,320i,2.0L Turbo,Luxury,73.6,13.87,3.04,8.69,72.7,90.8,28.699999999999996,5360,53.900000000000006,49.0,334.1,30.799999999999997
VIN00369,6,BMW,320i,2.0L Turbo,Luxury,75.2,14.89,2.4,9.19,68.39999999999999,85.6,36.4,6273,77.9,40.599999999999994,440.3,27.599999999999998
VIN00369,7,BMW,320i,2.0L Turbo,Luxury,76.5,13.95,3.1599999999999997,6.16,66.5,83.6,26.999999999999996,4012,76.2,45.699999999999996,300.90000000000003,29.099999999999998
VIN00369,8,BMW,320i,2.0L Turbo,Luxury,86.6,13.84,3.55,7.35,64.3,83.7,39.9,6083,61.10000000000001,45.5,381.3,39.8
VIN00369,9,BMW,320i,2.0L Turbo,Luxury,87.1,14.6,2.65,8.47,70.89999999999999,82.39999999999999,36.3,6719,60.800000000000004,39.099999999999994,334.70000000000005,31.499999999999996
VIN00369,10,BMW,320i,2.0L Turbo,Luxury,80.5,15.07,2.32,7.24,80.8,90.8,41.4,4250,57.10000000000001,39.5,433.6,42.0
VIN00370,0,Volkswagen,Jetta,1.4L TSI,SEL,88.4,12.71,4.84,18.22,92.5,114.5,65.7,3677,92.1,29.4,699.3,93.6
VIN00370,1,Volkswagen,Jetta,1.4L TSI,SEL,99.9,12.32,5.18,17.66,88.9,124.1,63.300000000000004,3353,106.8,28.099999999999998,786.5,91.8
VIN00370,2,Volkswagen,Jetta,1.4L TSI,SEL,84.2,12.57,4.43,19.64,95.5,104.5,66.10000000000001,2680,89.6,19.599999999999998,613.5,92.3
VIN00370,3,Volkswagen,Jetta,1.4L TSI,SEL,84.0,12.13,5.63,17.689999999999998,95.9,121.5,67.60000000000001,2900,83.6,37.1,752.4,91.1
VIN00370,4,Volkswagen,Jetta,1.4L TSI,SEL,79.60000000000001,12.41,4.109999999999999,17.23,91.8,121.0,59.7,1648,83.89999999999999,32.6,793.8,88.39999999999999
VIN00370,5,Volkswagen,Jetta,1.4L TSI,SEL,81.60000000000001,12.5,5.54,20.029999999999998,90.7,106.5,73.60000000000001,2497,89.69999999999999,30.5,699.5,84.5
VIN00370,6,Volkswagen,Jetta,1.4L TSI,SEL,94.0,12.91,4.359999999999999,16.66,101.3,110.6,71.8,6571,101.19999999999999,24.4,643.5999999999999,101.6
VIN00370,7,Volkswagen,Jetta,1.4L TSI,SEL,82.2,12.39,4.39,17.36,92.3,108.5,70.10000000000001,3988,99.0,33.8,731.5999999999999,95.5
VIN00370,8,Volkswagen,Jetta,1.4L TSI,SEL,86.60000000000001,12.63,4.14,16.79,98.3,120.1,78.10000000000001,5047,82.69999999999999,25.9,611.1999999999999,91.0
VIN00370,9,Volkswagen,Jetta,1.4L TSI,SEL,80.9,12.22,5.13,16.74,93.7,109.4,66.0,2815,103.19999999999999,34.8,744.3,103.1
VIN00370,10,Volkswagen,Jetta,1.4L TSI,SEL,94.10000000000001,12.49,5.82,16.48,98.2,105.7,68.10000000000001,5114,105.3,27.099999999999998,740.0999999999999,88.69999999999999
VIN00371,0,Volkswagen,Jetta,1.4L TSI,SEL,92.3,13.86,0.18,14.72,70.4,95.2,20.7,1066,84.6,31.2,482.7,73.7
VIN00371,1,Volkswagen,Jetta,1.4L TSI,SEL,101.89999999999999,13.77,-0.78,15.030000000000001,65.0,99.9,5.799999999999999,3487,86.8,36.1,516.3,68.8
VIN00371,2,Volkswagen,Jetta,1.4L TSI,SEL,86.6,14.129999999999999,0.09999999999999999,16.080000000000002,77.60000000000001,90.10000000000001,15.6,3829,97.5,40.4,580.9,80.8
VIN00371,3,Volkswagen,Jetta,1.4L TSI,SEL,97.0,13.93,-0.5900000000000001,14.97,63.10000000000001,89.10000000000001,7.899999999999999,6606,75.69999999999999,27.7,447.59999999999997,75.60000000000001
VIN00371,4,Volkswagen,Jetta,1.4L TSI,SEL,85.7,14.12,0.07999999999999999,14.200000000000001,71.4,96.60000000000001,31.4,3440,93.8,36.3,439.5,73.7
VIN00371,5,Volkswagen,Jetta,1.4L TSI,SEL,96.7,14.6,-0.35000000000000003,12.81,73.80000000000001,91.9,28.7,763,73.3,28.5,530.0,71.9
VIN00371,6,Volkswagen,Jetta,1.4L TSI,SEL,101.8,14.639999999999999,-0.22000000000000003,13.850000000000001,65.30000000000001,92.9,22.4,5518,92.89999999999999,27.599999999999998,474.2,70.4
VIN00371,7,Volkswagen,Jetta,1.4L TSI,SEL,103.39999999999999,14.43,-0.5800000000000001,16.7,79.2,96.5,29.799999999999997,4560,87.5,40.2,391.9,68.9
VIN00371,8,Volkswagen,Jetta,1.4L TSI,SEL,98.5,14.53,0.07999999999999999,16.45,80.2,86.5,12.7,1771,76.19999999999999,21.4,486.09999999999997,65.60000000000001
VIN00371,9,Volkswagen,Jetta,1.4L TSI,SEL,102.7,13.379999999999999,-0.12,14.84,65.5,87.3,21.5,5391,70.69999999999999,32.5,487.9,82.2
VIN00371,10,Volkswagen,Jetta,1.4L TSI,SEL,77.89999999999999,13.62,-0.09000000000000002,14.930000000000001,64.5,101.0,25.799999999999997,2685,99.19999999999999,36.9,479.59999999999997,68.10000000000001
